,sales,date,region
2527,1665.0,2018-06-27,west
2528,1563.0,2018-06-28,north
2529,1638.0,2018-06-28,south
2530,1692.0,2018-06-28,east
2531,1503.0,2018-06-28,west
2532,1686.0,2018-06-29,north
2533,1764.0,2018-06-29,south
2534,1629.0,2018-06-29,east
2535,1779.0,2018-06-29,west
2536,1554.0,2018-06-30,north
2537,1653.0,2018-06-30,south
2538,1515.0,2018-06-30,east
2539,1557.0,2018-06-30,west
2540,1746.0,2018-07-01,north
2541,1671.0,2018-07-01,south
2542,1716.0,2018-07-01,east
2543,1554.0,2018-07-01,west
2544,1695.0,2018-07-02,north
2545,1611.0,2018-07-02,south
2546,1680.0,2018-07-02,east
2547,1671.0,2018-07-02,west
2548,1644.0,2018-07-03,north
2549,1638.0,2018-07-03,south
2550,1623.0,2018-07-03,east
2551,1515.0,2018-07-03,west
2552,1743.0,2018-07-04,north
2553,1587.0,2018-07-04,south
2554,1764.0,2018-07-04,east
2555,1572.0,2018-07-04,west
2556,1752.0,2018-07-05,north
2557,1647.0,2018-07-05,south
2558,1575.0,2018-07-05,east
2559,1500.0,2018-07-05,west
2560,1743.0,2018-07-06,north
2561,1566.0,2018-07-06,south
2562,1758.0,2018-07-06,east
2563,1689.0,2018-07-06,west
2564,1776.0,2018-07-07,north
2565,1770.0,2018-07-07,south
2566,1695.0,2018-07-07,east
2567,1566.0,2018-07-07,west
2568,1623.0,2018-07-08,north
2569,1776.0,2018-07-08,south
2570,1515.0,2018-07-08,east
2571,1761.0,2018-07-08,west
2572,1623.0,2018-07-09,north
2573,1788.0,2018-07-09,south
2574,1542.0,2018-07-09,east
2575,1515.0,2018-07-09,west
2576,1794.0,2018-07-10,north
2577,1794.0,2018-07-10,south
2578,1755.0,2018-07-10,east
2579,1761.0,2018-07-10,west
2580,1605.0,2018-07-11,north
2581,1569.0,2018-07-11,south
2582,1638.0,2018-07-11,east
2583,1677.0,2018-07-11,west
2584,1593.0,2018-07-12,north
2585,1500.0,2018-07-12,south
2586,1539.0,2018-07-12,east
2587,1719.0,2018-07-12,west
2588,1749.0,2018-07-13,north
2589,1596.0,2018-07-13,south
2590,1680.0,2018-07-13,east
2591,1509.0,2018-07-13,west
2592,1500.0,2018-07-14,north
2593,1653.0,2018-07-14,south
2594,1620.0,2018-07-14,east
2595,1575.0,2018-07-14,west
2596,1737.0,2018-07-15,north
2597,1713.0,2018-07-15,south
2598,1698.0,2018-07-15,east
2599,1539.0,2018-07-15,west
2600,1773.0,2018-07-16,north
2601,1707.0,2018-07-16,south
2602,1554.0,2018-07-16,east
2603,1515.0,2018-07-16,west
2604,1551.0,2018-07-17,north
2605,1566.0,2018-07-17,south
2606,1788.0,2018-07-17,east
2607,1614.0,2018-07-17,west
2608,1704.0,2018-07-18,north
2609,1656.0,2018-07-18,south
2610,1530.0,2018-07-18,east
2611,1659.0,2018-07-18,west
2612,1620.0,2018-07-19,north
2613,1725.0,2018-07-19,south
2614,1704.0,2018-07-19,east
2615,1527.0,2018-07-19,west
2616,1731.0,2018-07-20,north
2617,1761.0,2018-07-20,south
2618,1644.0,2018-07-20,east
2619,1653.0,2018-07-20,west
2620,1725.0,2018-07-21,north
2621,1698.0,2018-07-21,south
2622,1662.0,2018-07-21,east
2623,1656.0,2018-07-21,west
2624,1608.0,2018-07-22,north
2625,1773.0,2018-07-22,south
2626,1659.0,2018-07-22,east
2627,1647.0,2018-07-22,west
2628,1638.0,2018-07-23,north
2629,1623.0,2018-07-23,south
2630,1719.0,2018-07-23,east
2631,1629.0,2018-07-23,west
2632,1701.0,2018-07-24,north
2633,1725.0,2018-07-24,south
2634,1752.0,2018-07-24,east
2635,1557.0,2018-07-24,west
2636,1500.0,2018-07-25,north
2637,1707.0,2018-07-25,south
2638,1533.0,2018-07-25,east
2639,1737.0,2018-07-25,west
2640,1605.0,2018-07-26,north
2641,1767.0,2018-07-26,south
2642,1551.0,2018-07-26,east
2643,1521.0,2018-07-26,west
2644,1659.0,2018-07-27,north
2645,1611.0,2018-07-27,south
2646,1695.0,2018-07-27,east
2647,1632.0,2018-07-27,west
2648,1515.0,2018-07-28,north
2649,1584.0,2018-07-28,south
2650,1596.0,2018-07-28,east
2651,1743.0,2018-07-28,west
2652,1791.0,2018-07-29,north
2653,1599.0,2018-07-29,south
2654,1749.0,2018-07-29,east
2655,1755.0,2018-07-29,west
2656,1755.0,2018-07-30,north
2657,1662.0,2018-07-30,south
2658,1509.0,2018-07-30,east
2659,1776.0,2018-07-30,west
2660,1695.0,2018-07-31,north
2661,1707.0,2018-07-31,south
2662,1548.0,2018-07-31,east
2663,1578.0,2018-07-31,west
2664,1563.0,2018-08-01,north
2665,1674.0,2018-08-01,south
2666,1554.0,2018-08-01,east
2667,1665.0,2018-08-01,west
2668,1527.0,2018-08-02,north
2669,1617.0,2018-08-02,south
2670,1548.0,2018-08-02,east
2671,1671.0,2018-08-02,west
2672,1668.0,2018-08-03,north
2673,1671.0,2018-08-03,south
2674,1719.0,2018-08-03,east
2675,1668.0,2018-08-03,west
2676,1536.0,2018-08-04,north
2677,1734.0,2018-08-04,south
2678,1743.0,2018-08-04,east
2679,1776.0,2018-08-04,west
2680,1650.0,2018-08-05,north
2681,1599.0,2018-08-05,south
2682,1614.0,2018-08-05,east
2683,1773.0,2018-08-05,west
2684,1611.0,2018-08-06,north
2685,1605.0,2018-08-06,south
2686,1554.0,2018-08-06,east
2687,1788.0,2018-08-06,west
2688,1566.0,2018-08-07,north
2689,1560.0,2018-08-07,south
2690,1551.0,2018-08-07,east
2691,1626.0,2018-08-07,west
2692,1665.0,2018-08-08,north
2693,1539.0,2018-08-08,south
2694,1506.0,2018-08-08,east
2695,1617.0,2018-08-08,west
2696,1797.0,2018-08-09,north
2697,1794.0,2018-08-09,south
2698,1620.0,2018-08-09,east
2699,1683.0,2018-08-09,west
2700,1620.0,2018-08-10,north
2701,1554.0,2018-08-10,south
2702,1701.0,2018-08-10,east
2703,1785.0,2018-08-10,west
2704,1689.0,2018-08-11,north
2705,1650.0,2018-08-11,south
2706,1533.0,2018-08-11,east
2707,1587.0,2018-08-11,west
2708,1509.0,2018-08-12,north
2709,1743.0,2018-08-12,south
2710,1719.0,2018-08-12,east
2711,1743.0,2018-08-12,west
2712,1701.0,2018-08-13,north
2713,1629.0,2018-08-13,south
2714,1638.0,2018-08-13,east
2715,1611.0,2018-08-13,west
2716,1623.0,2018-08-14,north
2717,1635.0,2018-08-14,south
2718,1716.0,2018-08-14,east
2719,1707.0,2018-08-14,west
2720,1602.0,2018-08-15,north
2721,1542.0,2018-08-15,south
2722,1800.0,2018-08-15,east
2723,1734.0,2018-08-15,west
2724,1788.0,2018-08-16,north
2725,1614.0,2018-08-16,south
2726,1743.0,2018-08-16,east
2727,1770.0,2018-08-16,west
2728,1776.0,2018-08-17,north
2729,1713.0,2018-08-17,south
2730,1623.0,2018-08-17,east
2731,1752.0,2018-08-17,west
2732,1527.0,2018-08-18,north
2733,1776.0,2018-08-18,south
2734,1689.0,2018-08-18,east
2735,1713.0,2018-08-18,west
2736,1509.0,2018-08-19,north
2737,1575.0,2018-08-19,south
2738,1701.0,2018-08-19,east
2739,1575.0,2018-08-19,west
2740,1581.0,2018-08-20,north
2741,1779.0,2018-08-20,south
2742,1662.0,2018-08-20,east
2743,1506.0,2018-08-20,west
2744,1794.0,2018-08-21,north
2745,1659.0,2018-08-21,south
2746,1644.0,2018-08-21,east
2747,1707.0,2018-08-21,west
2748,1704.0,2018-08-22,north
2749,1500.0,2018-08-22,south
2750,1539.0,2018-08-22,east
2751,1800.0,2018-08-22,west
2752,1557.0,2018-08-23,north
2753,1554.0,2018-08-23,south
2754,1788.0,2018-08-23,east
2755,1563.0,2018-08-23,west
2756,1548.0,2018-08-24,north
2757,1560.0,2018-08-24,south
2758,1734.0,2018-08-24,east
2759,1644.0,2018-08-24,west
2760,1629.0,2018-08-25,north
2761,1677.0,2018-08-25,south
2762,1764.0,2018-08-25,east
2763,1515.0,2018-08-25,west
2764,1542.0,2018-08-26,north
2765,1545.0,2018-08-26,south
2766,1668.0,2018-08-26,east
2767,1584.0,2018-08-26,west
2768,1605.0,2018-08-27,north
2769,1740.0,2018-08-27,south
2770,1602.0,2018-08-27,east
2771,1509.0,2018-08-27,west
2772,1566.0,2018-08-28,north
2773,1680.0,2018-08-28,south
2774,1656.0,2018-08-28,east
2775,1722.0,2018-08-28,west
2776,1662.0,2018-08-29,north
2777,1794.0,2018-08-29,south
2778,1734.0,2018-08-29,east
2779,1647.0,2018-08-29,west
2780,1635.0,2018-08-30,north
2781,1743.0,2018-08-30,south
2782,1665.0,2018-08-30,east
2783,1770.0,2018-08-30,west
2784,1749.0,2018-08-31,north
2785,1695.0,2018-08-31,south
2786,1644.0,2018-08-31,east
2787,1602.0,2018-08-31,west
2788,1560.0,2018-09-01,north
2789,1500.0,2018-09-01,south
2790,1719.0,2018-09-01,east
2791,1557.0,2018-09-01,west
2792,1527.0,2018-09-02,north
2793,1653.0,2018-09-02,south
2794,1506.0,2018-09-02,east
2795,1575.0,2018-09-02,west
2796,1749.0,2018-09-03,north
2797,1770.0,2018-09-03,south
2798,1674.0,2018-09-03,east
2799,1650.0,2018-09-03,west
2800,1794.0,2018-09-04,north
2801,1509.0,2018-09-04,south
2802,1785.0,2018-09-04,east
2803,1539.0,2018-09-04,west
2804,1731.0,2018-09-05,north
2805,1617.0,2018-09-05,south
2806,1656.0,2018-09-05,east
2807,1599.0,2018-09-05,west
2808,1713.0,2018-09-06,north
2809,1506.0,2018-09-06,south
2810,1758.0,2018-09-06,east
2811,1650.0,2018-09-06,west
2812,1791.0,2018-09-07,north
2813,1623.0,2018-09-07,south
2814,1776.0,2018-09-07,east
2815,1653.0,2018-09-07,west
2816,1659.0,2018-09-08,north
2817,1755.0,2018-09-08,south
2818,1533.0,2018-09-08,east
2819,1557.0,2018-09-08,west
2820,1527.0,2018-09-09,north
2821,1614.0,2018-09-09,south
2822,1638.0,2018-09-09,east
2823,1704.0,2018-09-09,west
2824,1650.0,2018-09-10,north
2825,1656.0,2018-09-10,south
2826,1782.0,2018-09-10,east
2827,1527.0,2018-09-10,west
2828,1578.0,2018-09-11,north
2829,1767.0,2018-09-11,south
2830,1749.0,2018-09-11,east
2831,1524.0,2018-09-11,west
2832,1719.0,2018-09-12,north
2833,1695.0,2018-09-12,south
2834,1740.0,2018-09-12,east
2835,1533.0,2018-09-12,west
2836,1653.0,2018-09-13,north
2837,1560.0,2018-09-13,south
2838,1677.0,2018-09-13,east
2839,1539.0,2018-09-13,west
2840,1713.0,2018-09-14,north
2841,1554.0,2018-09-14,south
2842,1743.0,2018-09-14,east
2843,1701.0,2018-09-14,west
2844,1587.0,2018-09-15,north
2845,1512.0,2018-09-15,south
2846,1698.0,2018-09-15,east
2847,1746.0,2018-09-15,west
2848,1554.0,2018-09-16,north
2849,1554.0,2018-09-16,south
2850,1782.0,2018-09-16,east
2851,1782.0,2018-09-16,west
2852,1764.0,2018-09-17,north
2853,1620.0,2018-09-17,south
2854,1545.0,2018-09-17,east
2855,1722.0,2018-09-17,west
2856,1503.0,2018-09-18,north
2857,1530.0,2018-09-18,south
2858,1737.0,2018-09-18,east
2859,1692.0,2018-09-18,west
2860,1542.0,2018-09-19,north
2861,1758.0,2018-09-19,south
2862,1779.0,2018-09-19,east
2863,1593.0,2018-09-19,west
2864,1686.0,2018-09-20,north
2865,1749.0,2018-09-20,south
2866,1662.0,2018-09-20,east
2867,1569.0,2018-09-20,west
2868,1590.0,2018-09-21,north
2869,1665.0,2018-09-21,south
2870,1716.0,2018-09-21,east
2871,1704.0,2018-09-21,west
2872,1632.0,2018-09-22,north
2873,1581.0,2018-09-22,south
2874,1758.0,2018-09-22,east
2875,1641.0,2018-09-22,west
2876,1731.0,2018-09-23,north
2877,1677.0,2018-09-23,south
2878,1728.0,2018-09-23,east
2879,1755.0,2018-09-23,west
2880,1611.0,2018-09-24,north
2881,1593.0,2018-09-24,south
2882,1797.0,2018-09-24,east
2883,1560.0,2018-09-24,west
2884,1530.0,2018-09-25,north
2885,1770.0,2018-09-25,south
2886,1611.0,2018-09-25,east
2887,1701.0,2018-09-25,west
2888,1617.0,2018-09-26,north
2889,1515.0,2018-09-26,south
2890,1713.0,2018-09-26,east
2891,1500.0,2018-09-26,west
2892,1632.0,2018-09-27,north
2893,1713.0,2018-09-27,south
2894,1743.0,2018-09-27,east
2895,1587.0,2018-09-27,west
2896,1749.0,2018-09-28,north
2897,1533.0,2018-09-28,south
2898,1653.0,2018-09-28,east
2899,1512.0,2018-09-28,west
2900,1518.0,2018-09-29,north
2901,1623.0,2018-09-29,south
2902,1701.0,2018-09-29,east
2903,1596.0,2018-09-29,west
2904,1746.0,2018-09-30,north
2905,1536.0,2018-09-30,south
2906,1659.0,2018-09-30,east
2907,1524.0,2018-09-30,west
2908,1782.0,2018-10-01,north
2909,1632.0,2018-10-01,south
2910,1755.0,2018-10-01,east
2911,1650.0,2018-10-01,west
2912,1680.0,2018-10-02,north
2913,1701.0,2018-10-02,south
2914,1800.0,2018-10-02,east
2915,1740.0,2018-10-02,west
2916,1563.0,2018-10-03,north
2917,1788.0,2018-10-03,south
2918,1536.0,2018-10-03,east
2919,1764.0,2018-10-03,west
2920,1512.0,2018-10-04,north
2921,1560.0,2018-10-04,south
2922,1626.0,2018-10-04,east
2923,1797.0,2018-10-04,west
2924,1779.0,2018-10-05,north
2925,1683.0,2018-10-05,south
2926,1713.0,2018-10-05,east
2927,1794.0,2018-10-05,west
2928,1584.0,2018-10-06,north
2929,1647.0,2018-10-06,south
2930,1596.0,2018-10-06,east
2931,1515.0,2018-10-06,west
2932,1533.0,2018-10-07,north
2933,1608.0,2018-10-07,south
2934,1794.0,2018-10-07,east
2935,1578.0,2018-10-07,west
2936,1701.0,2018-10-08,north
2937,1617.0,2018-10-08,south
2938,1779.0,2018-10-08,east
2939,1785.0,2018-10-08,west
2940,1680.0,2018-10-09,north
2941,1590.0,2018-10-09,south
2942,1551.0,2018-10-09,east
2943,1587.0,2018-10-09,west
2944,1749.0,2018-10-10,north
2945,1701.0,2018-10-10,south
2946,1599.0,2018-10-10,east
2947,1506.0,2018-10-10,west
2948,1596.0,2018-10-11,north
2949,1800.0,2018-10-11,south
2950,1749.0,2018-10-11,east
2951,1674.0,2018-10-11,west
2952,1782.0,2018-10-12,north
2953,1647.0,2018-10-12,south
2954,1542.0,2018-10-12,east
2955,1656.0,2018-10-12,west
2956,1581.0,2018-10-13,north
2957,1713.0,2018-10-13,south
2958,1722.0,2018-10-13,east
2959,1686.0,2018-10-13,west
2960,1728.0,2018-10-14,north
2961,1755.0,2018-10-14,south
2962,1503.0,2018-10-14,east
2963,1602.0,2018-10-14,west
2964,1605.0,2018-10-15,north
2965,1719.0,2018-10-15,south
2966,1548.0,2018-10-15,east
2967,1626.0,2018-10-15,west
2968,1551.0,2018-10-16,north
2969,1662.0,2018-10-16,south
2970,1650.0,2018-10-16,east
2971,1788.0,2018-10-16,west
2972,1536.0,2018-10-17,north
2973,1551.0,2018-10-17,south
2974,1656.0,2018-10-17,east
2975,1644.0,2018-10-17,west
2976,1692.0,2018-10-18,north
2977,1518.0,2018-10-18,south
2978,1509.0,2018-10-18,east
2979,1674.0,2018-10-18,west
2980,1521.0,2018-10-19,north
2981,1632.0,2018-10-19,south
2982,1794.0,2018-10-19,east
2983,1689.0,2018-10-19,west
2984,1692.0,2018-10-20,north
2985,1662.0,2018-10-20,south
2986,1776.0,2018-10-20,east
2987,1710.0,2018-10-20,west
2988,1569.0,2018-10-21,north
2989,1704.0,2018-10-21,south
2990,1767.0,2018-10-21,east
2991,1767.0,2018-10-21,west
2992,1542.0,2018-10-22,north
2993,1707.0,2018-10-22,south
2994,1578.0,2018-10-22,east
2995,1521.0,2018-10-22,west
2996,1764.0,2018-10-23,north
2997,1683.0,2018-10-23,south
2998,1602.0,2018-10-23,east
2999,1755.0,2018-10-23,west
3000,1650.0,2018-10-24,north
3001,1629.0,2018-10-24,south
3002,1692.0,2018-10-24,east
3003,1542.0,2018-10-24,west
3004,1629.0,2018-10-25,north
3005,1587.0,2018-10-25,south
3006,1635.0,2018-10-25,east
3007,1653.0,2018-10-25,west
3008,1596.0,2018-10-26,north
3009,1524.0,2018-10-26,south
3010,1545.0,2018-10-26,east
3011,1707.0,2018-10-26,west
3012,1509.0,2018-10-27,north
3013,1509.0,2018-10-27,south
3014,1686.0,2018-10-27,east
3015,1785.0,2018-10-27,west
3016,1635.0,2018-10-28,north
3017,1752.0,2018-10-28,south
3018,1785.0,2018-10-28,east
3019,1755.0,2018-10-28,west
3020,1707.0,2018-10-29,north
3021,1701.0,2018-10-29,south
3022,1599.0,2018-10-29,east
3023,1782.0,2018-10-29,west
3024,1677.0,2018-10-30,north
3025,1719.0,2018-10-30,south
3026,1530.0,2018-10-30,east
3027,1776.0,2018-10-30,west
3028,1674.0,2018-10-31,north
3029,1641.0,2018-10-31,south
3030,1596.0,2018-10-31,east
3031,1506.0,2018-10-31,west
3032,1692.0,2018-11-01,north
3033,1623.0,2018-11-01,south
3034,1593.0,2018-11-01,east
3035,1551.0,2018-11-01,west
3036,1728.0,2018-11-02,north
3037,1608.0,2018-11-02,south
3038,1530.0,2018-11-02,east
3039,1791.0,2018-11-02,west
3040,1704.0,2018-11-03,north
3041,1653.0,2018-11-03,south
3042,1548.0,2018-11-03,east
3043,1626.0,2018-11-03,west
3044,1695.0,2018-11-04,north
3045,1590.0,2018-11-04,south
3046,1530.0,2018-11-04,east
3047,1644.0,2018-11-04,west
3048,1611.0,2018-11-05,north
3049,1617.0,2018-11-05,south
3050,1776.0,2018-11-05,east
3051,1641.0,2018-11-05,west
3052,1740.0,2018-11-06,north
3053,1590.0,2018-11-06,south
3054,1773.0,2018-11-06,east
3055,1641.0,2018-11-06,west
3056,1527.0,2018-11-07,north
3057,1755.0,2018-11-07,south
3058,1650.0,2018-11-07,east
3059,1593.0,2018-11-07,west
3060,1548.0,2018-11-08,north
3061,1623.0,2018-11-08,south
3062,1500.0,2018-11-08,east
3063,1569.0,2018-11-08,west
3064,1647.0,2018-11-09,north
3065,1662.0,2018-11-09,south
3066,1710.0,2018-11-09,east
3067,1719.0,2018-11-09,west
3068,1590.0,2018-11-10,north
3069,1539.0,2018-11-10,south
3070,1566.0,2018-11-10,east
3071,1770.0,2018-11-10,west
3072,1722.0,2018-11-11,north
3073,1524.0,2018-11-11,south
3074,1641.0,2018-11-11,east
3075,1662.0,2018-11-11,west
3076,1716.0,2018-11-12,north
3077,1611.0,2018-11-12,south
3078,1569.0,2018-11-12,east
3079,1797.0,2018-11-12,west
3080,1698.0,2018-11-13,north
3081,1581.0,2018-11-13,south
3082,1776.0,2018-11-13,east
3083,1644.0,2018-11-13,west
3084,1563.0,2018-11-14,north
3085,1707.0,2018-11-14,south
3086,1533.0,2018-11-14,east
3087,1572.0,2018-11-14,west
3088,1623.0,2018-11-15,north
3089,1698.0,2018-11-15,south
3090,1521.0,2018-11-15,east
3091,1707.0,2018-11-15,west
3092,1587.0,2018-11-16,north
3093,1776.0,2018-11-16,south
3094,1662.0,2018-11-16,east
3095,1578.0,2018-11-16,west
3096,1554.0,2018-11-17,north
3097,1515.0,2018-11-17,south
3098,1602.0,2018-11-17,east
3099,1557.0,2018-11-17,west
3100,1521.0,2018-11-18,north
3101,1740.0,2018-11-18,south
3102,1617.0,2018-11-18,east
3103,1647.0,2018-11-18,west
3104,1551.0,2018-11-19,north
3105,1500.0,2018-11-19,south
3106,1725.0,2018-11-19,east
3107,1563.0,2018-11-19,west
3108,1791.0,2018-11-20,north
3109,1578.0,2018-11-20,south
3110,1632.0,2018-11-20,east
3111,1674.0,2018-11-20,west
3112,1617.0,2018-11-21,north
3113,1509.0,2018-11-21,south
3114,1644.0,2018-11-21,east
3115,1542.0,2018-11-21,west
3116,1650.0,2018-11-22,north
3117,1758.0,2018-11-22,south
3118,1710.0,2018-11-22,east
3119,1737.0,2018-11-22,west
3120,1779.0,2018-11-23,north
3121,1743.0,2018-11-23,south
3122,1560.0,2018-11-23,east
3123,1719.0,2018-11-23,west
3124,1689.0,2018-11-24,north
3125,1605.0,2018-11-24,south
3126,1683.0,2018-11-24,east
3127,1518.0,2018-11-24,west
3128,1665.0,2018-11-25,north
3129,1671.0,2018-11-25,south
3130,1704.0,2018-11-25,east
3131,1731.0,2018-11-25,west
3132,1653.0,2018-11-26,north
3133,1542.0,2018-11-26,south
3134,1659.0,2018-11-26,east
3135,1650.0,2018-11-26,west
3136,1773.0,2018-11-27,north
3137,1647.0,2018-11-27,south
3138,1725.0,2018-11-27,east
3139,1644.0,2018-11-27,west
3140,1767.0,2018-11-28,north
3141,1728.0,2018-11-28,south
3142,1719.0,2018-11-28,east
3143,1677.0,2018-11-28,west
3144,1686.0,2018-11-29,north
3145,1527.0,2018-11-29,south
3146,1689.0,2018-11-29,east
3147,1686.0,2018-11-29,west
3148,1641.0,2018-11-30,north
3149,1665.0,2018-11-30,south
3150,1755.0,2018-11-30,east
3151,1551.0,2018-11-30,west
3152,1665.0,2018-12-01,north
3153,1527.0,2018-12-01,south
3154,1536.0,2018-12-01,east
3155,1656.0,2018-12-01,west
3156,1563.0,2018-12-02,north
3157,1554.0,2018-12-02,south
3158,1602.0,2018-12-02,east
3159,1737.0,2018-12-02,west
3160,1506.0,2018-12-03,north
3161,1755.0,2018-12-03,south
3162,1572.0,2018-12-03,east
3163,1608.0,2018-12-03,west
3164,1722.0,2018-12-04,north
3165,1788.0,2018-12-04,south
3166,1788.0,2018-12-04,east
3167,1587.0,2018-12-04,west
3168,1677.0,2018-12-05,north
3169,1725.0,2018-12-05,south
3170,1731.0,2018-12-05,east
3171,1518.0,2018-12-05,west
3172,1737.0,2018-12-06,north
3173,1797.0,2018-12-06,south
3174,1662.0,2018-12-06,east
3175,1662.0,2018-12-06,west
3176,1716.0,2018-12-07,north
3177,1596.0,2018-12-07,south
3178,1653.0,2018-12-07,east
3179,1635.0,2018-12-07,west
3180,1782.0,2018-12-08,north
3181,1773.0,2018-12-08,south
3182,1755.0,2018-12-08,east
3183,1719.0,2018-12-08,west
3184,1737.0,2018-12-09,north
3185,1548.0,2018-12-09,south
3186,1665.0,2018-12-09,east
3187,1659.0,2018-12-09,west
3188,1659.0,2018-12-10,north
3189,1575.0,2018-12-10,south
3190,1509.0,2018-12-10,east
3191,1767.0,2018-12-10,west
3192,1509.0,2018-12-11,north
3193,1527.0,2018-12-11,south
3194,1575.0,2018-12-11,east
3195,1620.0,2018-12-11,west
3196,1623.0,2018-12-12,north
3197,1623.0,2018-12-12,south
3198,1773.0,2018-12-12,east
3199,1743.0,2018-12-12,west
3200,1719.0,2018-12-13,north
3201,1782.0,2018-12-13,south
3202,1713.0,2018-12-13,east
3203,1593.0,2018-12-13,west
3204,1716.0,2018-12-14,north
3205,1686.0,2018-12-14,south
3206,1569.0,2018-12-14,east
3207,1704.0,2018-12-14,west
3208,1554.0,2018-12-15,north
3209,1545.0,2018-12-15,south
3210,1587.0,2018-12-15,east
3211,1800.0,2018-12-15,west
3212,1635.0,2018-12-16,north
3213,1620.0,2018-12-16,south
3214,1800.0,2018-12-16,east
3215,1641.0,2018-12-16,west
3216,1635.0,2018-12-17,north
3217,1527.0,2018-12-17,south
3218,1626.0,2018-12-17,east
3219,1716.0,2018-12-17,west
3220,1755.0,2018-12-18,north
3221,1755.0,2018-12-18,south
3222,1605.0,2018-12-18,east
3223,1779.0,2018-12-18,west
3224,1566.0,2018-12-19,north
3225,1566.0,2018-12-19,south
3226,1797.0,2018-12-19,east
3227,1770.0,2018-12-19,west
3228,1731.0,2018-12-20,north
3229,1551.0,2018-12-20,south
3230,1767.0,2018-12-20,east
3231,1626.0,2018-12-20,west
3232,1659.0,2018-12-21,north
3233,1710.0,2018-12-21,south
3234,1542.0,2018-12-21,east
3235,1569.0,2018-12-21,west
3236,1776.0,2018-12-22,north
3237,1578.0,2018-12-22,south
3238,1668.0,2018-12-22,east
3239,1527.0,2018-12-22,west
3240,1770.0,2018-12-23,north
3241,1623.0,2018-12-23,south
3242,1710.0,2018-12-23,east
3243,1731.0,2018-12-23,west
3244,1740.0,2018-12-24,north
3245,1632.0,2018-12-24,south
3246,1719.0,2018-12-24,east
3247,1500.0,2018-12-24,west
3248,1512.0,2018-12-25,north
3249,1605.0,2018-12-25,south
3250,1623.0,2018-12-25,east
3251,1533.0,2018-12-25,west
3252,1683.0,2018-12-26,north
3253,1734.0,2018-12-26,south
3254,1545.0,2018-12-26,east
3255,1587.0,2018-12-26,west
3256,1578.0,2018-12-27,north
3257,1650.0,2018-12-27,south
3258,1632.0,2018-12-27,east
3259,1713.0,2018-12-27,west
3260,1650.0,2018-12-28,north
3261,1794.0,2018-12-28,south
3262,1764.0,2018-12-28,east
3263,1797.0,2018-12-28,west
3264,1626.0,2018-12-29,north
3265,1794.0,2018-12-29,south
3266,1695.0,2018-12-29,east
3267,1740.0,2018-12-29,west
3268,1758.0,2018-12-30,north
3269,1785.0,2018-12-30,south
3270,1599.0,2018-12-30,east
3271,1689.0,2018-12-30,west
3272,1527.0,2018-12-31,north
3273,1710.0,2018-12-31,south
3274,1590.0,2018-12-31,east
3275,1653.0,2018-12-31,west
3276,1518.0,2019-01-01,north
3277,1632.0,2019-01-01,south
3278,1755.0,2019-01-01,east
3279,1551.0,2019-01-01,west
3280,1767.0,2019-01-02,north
3281,1605.0,2019-01-02,south
3282,1692.0,2019-01-02,east
3283,1794.0,2019-01-02,west
3284,1695.0,2019-01-03,north
3285,1737.0,2019-01-03,south
3286,1575.0,2019-01-03,east
3287,1509.0,2019-01-03,west
3288,1590.0,2019-01-04,north
3289,1500.0,2019-01-04,south
3290,1590.0,2019-01-04,east
3291,1638.0,2019-01-04,west
3292,1761.0,2019-01-05,north
3293,1590.0,2019-01-05,south
3294,1725.0,2019-01-05,east
3295,1551.0,2019-01-05,west
3296,1644.0,2019-01-06,north
3297,1779.0,2019-01-06,south
3298,1794.0,2019-01-06,east
3299,1638.0,2019-01-06,west
3300,1644.0,2019-01-07,north
3301,1647.0,2019-01-07,south
3302,1692.0,2019-01-07,east
3303,1623.0,2019-01-07,west
3304,1722.0,2019-01-08,north
3305,1551.0,2019-01-08,south
3306,1731.0,2019-01-08,east
3307,1701.0,2019-01-08,west
3308,1500.0,2019-01-09,north
3309,1764.0,2019-01-09,south
3310,1764.0,2019-01-09,east
3311,1635.0,2019-01-09,west
3312,1767.0,2019-01-10,north
3313,1551.0,2019-01-10,south
3314,1512.0,2019-01-10,east
3315,1686.0,2019-01-10,west
3316,1662.0,2019-01-11,north
3317,1512.0,2019-01-11,south
3318,1608.0,2019-01-11,east
3319,1611.0,2019-01-11,west
3320,1566.0,2019-01-12,north
3321,1773.0,2019-01-12,south
3322,1707.0,2019-01-12,east
3323,1752.0,2019-01-12,west
3324,1551.0,2019-01-13,north
3325,1503.0,2019-01-13,south
3326,1536.0,2019-01-13,east
3327,1728.0,2019-01-13,west
3328,1692.0,2019-01-14,north
3329,1521.0,2019-01-14,south
3330,1698.0,2019-01-14,east
3331,1791.0,2019-01-14,west
3332,1605.0,2019-01-15,north
3333,1761.0,2019-01-15,south
3334,1617.0,2019-01-15,east
3335,1503.0,2019-01-15,west
3336,1548.0,2019-01-16,north
3337,1734.0,2019-01-16,south
3338,1506.0,2019-01-16,east
3339,1533.0,2019-01-16,west
3340,1590.0,2019-01-17,north
3341,1707.0,2019-01-17,south
3342,1509.0,2019-01-17,east
3343,1653.0,2019-01-17,west
3344,1572.0,2019-01-18,north
3345,1563.0,2019-01-18,south
3346,1635.0,2019-01-18,east
3347,1734.0,2019-01-18,west
3348,1587.0,2019-01-19,north
3349,1506.0,2019-01-19,south
